,Gender,Victim_Race,Victim_Age,Incident_Month,Inc_YR,Week_day,Precipitating_event,Victim_Offender_Relationship_1,date,County
0,Female,Hispanic,19,2.0,2018.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Other known to Victim,2018-02-12 00:00:00,Alameda County
1,Male,Unkown,38,3.0,2018.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-03-18 00:00:00,Alameda County
2,Male,Hispanic,34,6.0,2018.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Other known to Victim,2018-06-07 00:00:00,Alameda County
3,Male,White,22,8.0,2018.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-08-09 00:00:00,Alameda County
4,Male,Hispanic,26,9.0,2018.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-09-09 00:00:00,Alameda County
5,Male,Black,43,10.0,2018.0,Sunday,Robbery,Acquaintance,2018-10-14 00:00:00,Alameda County
6,Female,Hispanic,23,12.0,2018.0,Monday,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2018-12-31 00:00:00,Alameda County
7,Female,Other Asian,61,4.0,2018.0,Tuesday,Robbery,Stranger,2018-04-10 00:00:00,Alameda County
8,Male,Hispanic,23,4.0,2018.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2018-04-29 00:00:00,Alameda County
9,Male,Black,30,5.0,2018.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-05-16 00:00:00,Alameda County
10,Male,Black,17,12.0,2018.0,Tuesday,Robbery,Other known to Victim,2018-12-04 00:00:00,Alameda County
11,Female,White,49,2.0,2018.0,Saturday,Domestic Violence (1992) (Revised June 2023),Wife,2018-02-17 00:00:00,Alameda County
12,Male,Hispanic,41,9.0,2018.0,Sunday,Drive-by Shooting (unspecified) (1996),Unable to determine relationship,2018-09-02 00:00:00,Alameda County
13,Male,White,48,9.0,2018.0,Wednesday,Execution killing(s),Unable to determine relationship,2018-09-19 00:00:00,Alameda County
14,Male,Black,23,12.0,2018.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Other known to Victim,2018-12-02 00:00:00,Alameda County
15,Male,Black,38,3.0,2018.0,Friday,Robbery,Stranger,2018-03-23 00:00:00,Alameda County
16,Female,Hispanic,38,1.0,2018.0,Monday,Domestic Violence (1992) (Revised June 2023),Wife,2018-01-01 00:00:00,Alameda County
17,Male,Black,36,1.0,2018.0,Monday,Other arguments (revenge),Stranger,2018-01-01 00:00:00,Alameda County
18,Male,Other,58,1.0,2018.0,Monday,Other arguments (revenge),Stranger,2018-01-08 00:00:00,Alameda County
19,Male,Other Asian,44,1.0,2018.0,Friday,Other arguments (revenge),Stranger,2018-01-26 00:00:00,Alameda County
20,Male,Black,27,1.0,2018.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-01-31 00:00:00,Alameda County
21,Male,Black,27,2.0,2018.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2018-02-03 00:00:00,Alameda County
22,Male,Black,17,2.0,2018.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-02-06 00:00:00,Alameda County
23,Female,Black,27,2.0,2018.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-02-06 00:00:00,Alameda County
24,Male,Black,25,2.0,2018.0,Thursday,Other arguments (revenge),Other known to Victim,2018-02-08 00:00:00,Alameda County
25,Male,Black,34,2.0,2018.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-02-09 00:00:00,Alameda County
26,Female,Hawaiian,73,2.0,2018.0,Sunday,Domestic Violence (1992) (Revised June 2023),Wife,2018-02-11 00:00:00,Alameda County
27,Female,Black,43,2.0,2018.0,Monday,Other arguments (revenge),Acquaintance,2018-02-12 00:00:00,Alameda County
28,Male,Hispanic,62,3.0,2018.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-03-30 00:00:00,Alameda County
29,Male,Black,28,3.0,2018.0,Monday,Narcotic drug laws (not overdose),Unable to determine relationship,2018-03-12 00:00:00,Alameda County
30,Female,Black,24,3.0,2018.0,Thursday,Domestic Violence (1992) (Revised June 2023), Girlfriend/Ex-Girlfriend,2018-03-15 00:00:00,Alameda County
31,Male,Black,29,3.0,2018.0,Saturday,Other arguments (revenge),Unable to determine relationship,2018-03-31 00:00:00,Alameda County
32,Male,Hispanic,17,4.0,2018.0,Monday,"Gang killing(s) (street gangs, motorcycle gangs)","Gang member (Beginning,1992)",2018-04-02 00:00:00,Alameda County
33,Male,Hispanic,52,4.0,2018.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-04-14 00:00:00,Alameda County
34,Male,Hispanic,25,4.0,2018.0,Sunday,Other arguments (revenge),Neighbor,2018-04-15 00:00:00,Alameda County
35,Male,Black,25,4.0,2018.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-04-30 00:00:00,Alameda County
36,Female,Black,19,4.0,2018.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-04-30 00:00:00,Alameda County
37,Male,Black,43,6.0,2018.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-06-13 00:00:00,Alameda County
38,Male,Black,57,6.0,2018.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2018-06-13 00:00:00,Alameda County
39,Male,Black,43,6.0,2018.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-06-22 00:00:00,Alameda County
40,Male,Black,18,6.0,2018.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2018-06-27 00:00:00,Alameda County
41,Male,Black,17,6.0,2018.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-06-30 00:00:00,Alameda County
42,Male,White,26,5.0,2018.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-05-18 00:00:00,Alameda County
43,Male,Other Asian,51,5.0,2018.0,Tuesday,Robbery,Unable to determine relationship,2018-05-22 00:00:00,Alameda County
44,Male,Black,52,5.0,2018.0,Thursday,Other arguments (revenge),Other known to Victim,2018-05-31 00:00:00,Alameda County
45,Male,Black,21,8.0,2018.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-08-02 00:00:00,Alameda County
46,Male,Hispanic,40,8.0,2018.0,Saturday,Robbery,Unable to determine relationship,2018-08-11 00:00:00,Alameda County
47,Male,Other Asian,31,8.0,2018.0,Sunday,Other arguments (revenge),Stranger,2018-08-26 00:00:00,Alameda County
48,Male,Hispanic,21,8.0,2018.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-08-26 00:00:00,Alameda County
49,Male,Black,38,8.0,2018.0,Sunday,Motor vehicle theft,Unable to determine relationship,2018-08-26 00:00:00,Alameda County
50,Male,Black,36,8.0,2018.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-08-26 00:00:00,Alameda County
51,Male,Black,22,8.0,2018.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-08-02 00:00:00,Alameda County
52,Female,Black,24,7.0,2018.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-07-07 00:00:00,Alameda County
53,Male,Black,35,7.0,2018.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-07-07 00:00:00,Alameda County
54,Male,Black,47,7.0,2018.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-07-10 00:00:00,Alameda County
55,Female,Black,46,7.0,2018.0,Friday,Domestic Violence (1992) (Revised June 2023), Girlfriend/Ex-Girlfriend,2018-07-20 00:00:00,Alameda County
56,Male,Black,51,7.0,2018.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-07-22 00:00:00,Alameda County
57,Male,Black,30,7.0,2018.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-07-24 00:00:00,Alameda County
58,Male,Black,19,7.0,2018.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-07-26 00:00:00,Alameda County
59,Female,Black,21,7.0,2018.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-07-26 00:00:00,Alameda County
60,Male,Hispanic,22,9.0,2018.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-09-04 00:00:00,Alameda County
61,Male,Black,50,9.0,2018.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-09-08 00:00:00,Alameda County
62,Male,Black,22,9.0,2018.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-09-08 00:00:00,Alameda County
63,Male,Black,17,9.0,2018.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-09-13 00:00:00,Alameda County
64,Male,Black,45,9.0,2018.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-09-16 00:00:00,Alameda County
65,Male,Black,45,9.0,2018.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-09-26 00:00:00,Alameda County
66,Male,Black,37,10.0,2018.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2018-10-09 00:00:00,Alameda County
67,Male,Black,51,10.0,2018.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-10-22 00:00:00,Alameda County
68,Male,Black,23,10.0,2018.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-10-29 00:00:00,Alameda County
69,Male,Black,27,3.0,2018.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-03-21 00:00:00,Alameda County
70,Male,Black,18,12.0,2018.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2018-12-01 00:00:00,Alameda County
71,Male,Black,39,12.0,2018.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-12-11 00:00:00,Alameda County
72,Male,Black,23,12.0,2018.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2018-12-11 00:00:00,Alameda County
73,Male,Black,59,12.0,2018.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2018-12-19 00:00:00,Alameda County
74,Male,Black,30,12.0,2018.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-12-23 00:00:00,Alameda County
75,Male,Black,22,12.0,2018.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-12-31 00:00:00,Alameda County
76,Male,Black,45,11.0,2018.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-11-06 00:00:00,Alameda County
77,Male,Black,41,11.0,2018.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-11-16 00:00:00,Alameda County
78,Male,Hispanic,51,11.0,2018.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-11-14 00:00:00,Alameda County
79,Male,Black,36,11.0,2018.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-11-21 00:00:00,Alameda County
80,Male,Black,35,11.0,2018.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-11-23 00:00:00,Alameda County
81,Male,Black,28,11.0,2018.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-11-26 00:00:00,Alameda County
82,Male,Black,39,11.0,2018.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2018-11-27 00:00:00,Alameda County
83,Male,Black,25,6.0,2018.0,Tuesday,Other arguments (revenge),Stranger,2018-06-19 00:00:00,Alameda County
84,Male,White,56,4.0,2018.0,Sunday,Other arguments (revenge),Husband,2018-04-22 00:00:00,Alameda County
85,Female,Black,18,9.0,2018.0,Wednesday,Domestic Violence (1992) (Revised June 2023), Girlfriend/Ex-Girlfriend,2018-09-26 00:00:00,Alameda County
86,Male,Other,47,7.0,2018.0,Saturday,Other arguments (revenge),Stranger,2018-07-21 00:00:00,Alameda County
87,Female,Black,18,7.0,2018.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2018-07-22 00:00:00,Alameda County
88,Male,Unkown,56,10.0,2018.0,Monday,Execution killing(s),Unable to determine relationship,2018-10-08 00:00:00,Alameda County
89,Female,Black,24,6.0,2018.0,Saturday,Other arguments (revenge),Stranger,2018-06-02 00:00:00,Alameda County
90,Female,Black,27,6.0,2018.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-06-06 00:00:00,Alameda County
91,Male,Black,49,7.0,2018.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-07-22 00:00:00,Alameda County
92,Male,White,50,2.0,2019.0,Saturday,Other arguments (revenge),Brother,2019-02-23 00:00:00,Alameda County
93,Female,White,44,6.0,2019.0,Wednesday,Domestic Violence (1992) (Revised June 2023),Wife,2019-06-26 00:00:00,Alameda County
94,Male,White,75,10.0,2019.0,Saturday,Other arguments (revenge),Other known to Victim,2019-10-05 00:00:00,Alameda County
95,Male,White,55,11.0,2019.0,Monday,"Other not specified (kidnapping, murder for hire)",Father,2019-11-11 00:00:00,Alameda County
96,Male,Hispanic,70,3.0,2019.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-03-10 00:00:00,Alameda County
97,Male,Unkown,40,5.0,2019.0,Monday,"Brawl due to influence of alcohol (i.e., argument while intoxicated)",Stranger,2019-05-20 00:00:00,Alameda County
98,Male,Hispanic,23,1.0,2019.0,Monday,All - suspected felony type,Unable to determine relationship,2019-01-14 00:00:00,Alameda County
99,Male,Hispanic,32,6.0,2019.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-06-06 00:00:00,Alameda County
100,Male,White,70,12.0,2018.0,Wednesday,Other arguments (revenge),Neighbor,2018-12-26 00:00:00,Alameda County
101,Male,White,20,12.0,2019.0,Saturday,Drive-by Shooting (unspecified) (1996),Unable to determine relationship,2019-12-07 00:00:00,Alameda County
102,Male,Black,32,12.0,2019.0,Sunday,Other arguments (revenge),Unable to determine relationship,2019-12-08 00:00:00,Alameda County
103,Male,Hispanic,31,8.0,2019.0,Wednesday,Other arguments (revenge),Other known to Victim,2019-08-07 00:00:00,Alameda County
104,Male,Black,42,3.0,2019.0,Sunday,Other arguments (revenge),Stranger,2019-03-10 00:00:00,Alameda County
105,Male,Black,30,3.0,2019.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-03-19 00:00:00,Alameda County
106,Male,Black,18,3.0,2019.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-03-19 00:00:00,Alameda County
107,Male,Black,24,3.0,2019.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains), Boyfriend/Ex-Boyfriend,2019-03-26 00:00:00,Alameda County
108,Male,Black,27,3.0,2019.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-03-27 00:00:00,Alameda County
109,Male,Black,26,3.0,2019.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-03-30 00:00:00,Alameda County
110,Male,Hispanic,29,2.0,2019.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-02-12 00:00:00,Alameda County
111,Male,Black,25,2.0,2019.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-02-11 00:00:00,Alameda County
112,Male,Black,33,2.0,2019.0,Friday,Other arguments (revenge),Stranger,2019-02-15 00:00:00,Alameda County
113,Male,Black,23,2.0,2019.0,Sunday,Robbery,Stranger,2019-02-24 00:00:00,Alameda County
114,Male,Black,27,2.0,2019.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-02-28 00:00:00,Alameda County
115,Male,Other Asian,21,5.0,2019.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-05-01 00:00:00,Alameda County
116,Male,Black,30,5.0,2019.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-05-03 00:00:00,Alameda County
117,Male,White,31,5.0,2019.0,Tuesday,Other arguments (revenge),Acquaintance,2019-05-14 00:00:00,Alameda County
118,Male,Hispanic,29,5.0,2019.0,Wednesday,Other arguments (revenge),Other known to Victim,2019-05-15 00:00:00,Alameda County
119,Male,Hispanic,36,5.0,2019.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-05-17 00:00:00,Alameda County
120,Female,Black,33,5.0,2019.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-05-22 00:00:00,Alameda County
121,Male,Black,50,5.0,2019.0,Friday,Other arguments (revenge),Other known to Victim,2019-05-24 00:00:00,Alameda County
122,Male,Black,23,6.0,2019.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-06-03 00:00:00,Alameda County
123,Male,Black,23,6.0,2019.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-06-11 00:00:00,Alameda County
124,Male,Black,66,6.0,2019.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-06-12 00:00:00,Alameda County
125,Male,Black,41,6.0,2019.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-06-21 00:00:00,Alameda County
126,Male,Black,23,6.0,2019.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-06-25 00:00:00,Alameda County
127,Male,Black,23,6.0,2019.0,Sunday,Other arguments (revenge),Unable to determine relationship,2019-06-30 00:00:00,Alameda County
128,Male,Black,29,4.0,2019.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-04-07 00:00:00,Alameda County
129,Male,Black,24,4.0,2019.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-04-07 00:00:00,Alameda County
130,Male,Black,45,4.0,2019.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-04-08 00:00:00,Alameda County
131,Male,Hispanic,21,4.0,2019.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-04-10 00:00:00,Alameda County
132,Male,Black,26,4.0,2019.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-04-20 00:00:00,Alameda County
133,Male,Black,57,4.0,2019.0,Friday,Other arguments (revenge),Other family,2019-04-26 00:00:00,Alameda County
134,Male,Black,22,1.0,2019.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-01-04 00:00:00,Alameda County
135,Male,Black,21,1.0,2019.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-01-04 00:00:00,Alameda County
136,Male,Black,29,1.0,2019.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Other known to Victim,2019-01-04 00:00:00,Alameda County
137,Male,Black,31,1.0,2019.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-01-04 00:00:00,Alameda County
138,Male,Black,38,1.0,2019.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-01-05 00:00:00,Alameda County
139,Male,Hispanic,25,1.0,2019.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-01-08 00:00:00,Alameda County
140,Male,Hispanic,26,1.0,2019.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-01-19 00:00:00,Alameda County
141,Male,Hispanic,22,1.0,2019.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-01-19 00:00:00,Alameda County
142,Male,Hispanic,50,1.0,2019.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-01-31 00:00:00,Alameda County
143,Male,Hispanic,29,7.0,2019.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-07-02 00:00:00,Alameda County
144,Male,Hispanic,29,7.0,2019.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-07-02 00:00:00,Alameda County
145,Male,Other,38,7.0,2019.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-07-12 00:00:00,Alameda County
146,Female,Black,71,7.0,2019.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Other known to Victim,2019-07-06 00:00:00,Alameda County
147,Male,Black,24,7.0,2019.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Other known to Victim,2019-07-22 00:00:00,Alameda County
148,Male,Black,45,7.0,2019.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-07-26 00:00:00,Alameda County
149,Male,Black,32,8.0,2019.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-08-05 00:00:00,Alameda County
150,Male,Hispanic,42,8.0,2019.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-08-06 00:00:00,Alameda County
151,Male,Other,32,8.0,2019.0,Tuesday,Robbery,Stranger,2019-08-20 00:00:00,Alameda County
152,Female,Hispanic,44,9.0,2019.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-09-02 00:00:00,Alameda County
153,Male,Black,28,9.0,2019.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-09-13 00:00:00,Alameda County
154,Male,Hispanic,46,9.0,2019.0,Saturday,Other arguments (revenge),Stranger,2019-09-14 00:00:00,Alameda County
155,Male,Black,34,9.0,2019.0,Wednesday,Other arguments (revenge),Stranger,2019-09-18 00:00:00,Alameda County
156,Male,Black,45,9.0,2019.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-09-19 00:00:00,Alameda County
157,Male,Hispanic,25,9.0,2019.0,Thursday,Robbery,Other known to Victim,2019-09-26 00:00:00,Alameda County
158,Female,White,20,9.0,2019.0,Saturday,Robbery,Other known to Victim,2019-09-28 00:00:00,Alameda County
159,Male,White,20,9.0,2019.0,Saturday,Robbery,Other known to Victim,2019-09-28 00:00:00,Alameda County
160,Male,Black,25,9.0,2019.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-09-29 00:00:00,Alameda County
161,Female,Black,57,10.0,2019.0,Thursday,Other arguments (revenge),Stranger,2019-10-03 00:00:00,Alameda County
162,Male,Black,29,10.0,2019.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-10-20 00:00:00,Alameda County
163,Male,Black,29,10.0,2019.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-10-22 00:00:00,Alameda County
164,Male,Black,55,10.0,2019.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-10-26 00:00:00,Alameda County
165,Female,White,71,11.0,2019.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-11-24 00:00:00,Alameda County
166,Male,Black,30,11.0,2019.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-11-06 00:00:00,Alameda County
167,Female,Black,29,11.0,2019.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-11-09 00:00:00,Alameda County
168,Male,Black,27,11.0,2019.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-11-23 00:00:00,Alameda County
169,Male,Hispanic,24,11.0,2019.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-11-17 00:00:00,Alameda County
170,Male,Black,19,12.0,2019.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-12-03 00:00:00,Alameda County
171,Male,Black,37,12.0,2019.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-12-06 00:00:00,Alameda County
172,Female,Black,19,12.0,2019.0,Tuesday,Other arguments (revenge),Unable to determine relationship,2019-12-10 00:00:00,Alameda County
173,Male,Black,40,12.0,2019.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-12-12 00:00:00,Alameda County
174,Male,Other Asian,30,12.0,2019.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Brother,2019-12-12 00:00:00,Alameda County
175,Female,Black,35,12.0,2019.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-12-14 00:00:00,Alameda County
176,Male,Black,36,12.0,2019.0,Monday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-12-23 00:00:00,Alameda County
177,Male,Black,61,12.0,2019.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-12-25 00:00:00,Alameda County
178,Male,Other Asian,34,12.0,2019.0,Tuesday,Robbery,Stranger,2019-12-31 00:00:00,Alameda County
179,Male,Black,23,10.0,2019.0,Wednesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Other known to Victim,2019-10-09 00:00:00,Alameda County
180,Male,Hispanic,14,11.0,2019.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-11-23 00:00:00,Alameda County
181,Male,Hispanic,11,11.0,2019.0,Saturday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-11-23 00:00:00,Alameda County
182,Female,Black,17,3.0,2019.0,Thursday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-03-28 00:00:00,Alameda County
183,Male,Black,49,11.0,2019.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2019-11-19 00:00:00,Alameda County
184,Male,Black,43,4.0,2019.0,Friday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-04-26 00:00:00,Alameda County
185,Male,Black,16,7.0,2019.0,Monday,Other arguments (revenge),Stranger,2019-07-08 00:00:00,Alameda County
186,Male,Black,45,6.0,2019.0,Tuesday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2019-06-18 00:00:00,Alameda County
